frais	CM1	ADJ
fraise	CM1	NOM
franc	CE2	NOM/ADJ/ADV
franchement	CM1	ADV
franchir	CM1	VER
franchise	CM1	NOM
frapper	CM2	VER
frayeur	CM2	NOM
frémir	CM1	VER
frère	CE2	NOM
friandise	CM1	NOM
froid	CE1	ADJ/NOM
froisser	CM2	VER
fromage	CE1	NOM
froment	CM1	NOM
front	CM1	NOM
frontière	CM2	NOM
frotter	CM2	VER
fruit	CE1	NOM
fruitier	CM1	ADJ
fuir	CM1	VER
fuite	CE2	NOM
fumée	CE1	NOM
fumer	CE1	VER
fureur	CE2	NOM
furieux	CM1	ADJ
fusil	CE2	NOM
futur	CE1	NOM/ADJ
gagner	CM1	VER
galerie	CM1	NOM
gamin	CE2	NOM
gant	CM2	NOM
garantir	CM2	VER
garçon	CE1	NOM
garde	CE1	NOM
garder	CM1	VER
gardien	CE2	NOM
gare	CE2	NOM
garnir	CE2	VER
garniture	CE2	NOM
gâteau	CM2	NOM
gauche	CE1	NOM/ADJ
gaz	CM1	NOM
gazon	CM1	NOM
gazouillement	CM2	NOM
géant	CM1	NOM/ADJ
gelée	CE2	NOM
geler	CM1	VER
gémir	CM2	VER
gendarme	CM1	NOM
général	CM1	NOM/ADJ
généralement	CM1	ADV
généreux	CM1	ADJ
genre	CE2	NOM
gens	CM1	NOM
gentil	CM2	ADJ
géographie	CE2	NOM
gerbe	CE2	NOM
germer	CM1	VER
geste	CM1	NOM
gibier	CE2	NOM
giboulée	CM1	NOM
giroflée	CM2	NOM
givre	CM2	NOM
glace	CE2	NOM
glissant	CM1	ADJ
glisser	CM2	VER
gloire	CE1	NOM
gorge	CE2	NOM
gosse	CE2	NOM
gourmand	CM2	ADJ
goût	CM2	NOM
gouvernement	CM1	NOM
gouverner	CM1	VER
grâce	CM1	NOM/PRE
gracieux	CM2	ADJ
grain	CE2	NOM
graine	CM1	NOM
graisse	CM2	NOM
grammaire	CE1	NOM
grand	CE1	ADJ/NOM/ADV
grand-mère	CM1	NOM
grandeur	CE2	NOM
grandiose	CM1	ADJ
grandir	CE2	VER
grange	CM1	NOM
grappe	CM1	NOM
gras	CE2	ADJ/NOM
gratitude	CE2	NOM
grave	CE2	ADJ
gravement	CE2	ADV
graver	CM1	VER
gravir	CM1	VER
gravure	CE2	NOM
grenier	CE1	NOM
grenouille	CE2	NOM
grès	CM1	NOM
griffe	CE2	NOM
griffer	CM1	VER
grille	CM1	NOM
grimper	CM2	VER
grippe	CM2	NOM
gris	CE1	ADJ
grive	CE2	NOM
gronder	CM1	VER
gros	CE1	ADJ/NOM
grossier	CM2	ADJ
grossir	CE2	VER
grotte	CM1	NOM
groupe	CE2	NOM
grue	CE2	NOM
guérir	CM2	VER
guérison	CM2	NOM
guerre	CE2	NOM
guide	CE2	NOM
habit	CM1	NOM
habitation	CE2	NOM
habiter	CM2	VER
habitude	CM2	NOM
hache	CM1	NOM
haie	CE2	NOM
haine	CM1	NOM
hameau	CM2	NOM
hâte	CM1	NOM
haut	CE1	ADJ/ADV/NOM
hauteur	CE2	NOM
hélas	CM2	POU
herbe	CE1	NOM
héroïque	CM1	ADJ
hêtre	CM2	NOM
heure	CE2	NOM
heureusement	CE2	ADV
heureux	CM1	ADJ
hier	CE2	ADV
hirondelle	CE2	NOM
histoire	CM1	NOM
hiver	CE2	NOM
homme	CP	NOM
honneur	CM2	NOM
honorable	CM2	ADJ
honorer	CM2	VER
honte	CM1	NOM
honteux	CM1	ADJ
horloge	CE2	NOM
huile	CE2	NOM
huit	CE2	DET
humain	CM1	NOM/ADJ
humble	CM1	ADJ
humeur	CM1	NOM
humide	CM1	ADJ
humidité	CM2	NOM
hurler	CM2	VER
ici	CE2	ADV
idéal	CM2	NOM/ADJ
idée	CE1	NOM
ignorant	CM2	NOM/ADJ
ignorer	CM2	VER
il	Outil	PRO
île	CM1	NOM
illuminer	CM1	VER
illustre	CE2	ADJ
illustrer	CM2	VER
ils	Outil	PRO
image	CP	NOM
imagination	CM1	NOM
imaginer	CM2	VER
imiter	CM1	VER
immédiatement	CM2	ADV
immobile	CM1	ADJ
imperméable	CM1	ADJ
implorer	CM2	VER
importance	CM2	NOM
important	CM1	ADJ
imposant	CM2	ADJ
imprévu	CM2	ADJ
imprimer	CM2	VER
imprudence	CM1	NOM
imprudent	CM1	ADJ
incendie	CM1	NOM
incliner	CM2	VER
inconnu	CE2	ADJ/NOM
indication	CM1	NOM
indigne	CE2	ADJ
indiquer	CM1	VER
indispensable	CM1	ADJ
industrie	CE2	NOM
industriel	CM2	NOM/ADJ
inerte	CM1	ADJ
inférieur	CE2	ADJ
infini	CM1	NOM/ADJ
infiniment	CM1	ADV
infirme	CE2	ADJ/NOM
infirmier	CE2	NOM
influence	CM2	NOM
informer	CM1	VER
ingrat	CM2	ADJ
ingratitude	CE2	NOM
injure	CE2	NOM
inquiet	CM2	ADJ
inquiétude	CM1	NOM
inscrire	CE2	VER
insecte	CE1	NOM
insigne	CE2	ADJ/NOM
inspecteur	CE2	NOM
inspirer	CM1	VER
instant	CM1	NOM
instituteur	CE2	NOM
instructif	CM1	ADJ
instruction	CE2	NOM
instruire	CM1	VER
instrument	CE2	NOM
intelligence	CM1	NOM
intelligent	CM1	ADJ
intention	CM1	NOM
interdire	CM2	VER
intérieur	CM1	ADJ/NOM
interroger	CM2	VER
intervenir	CE2	VER
intime	CE2	NOM/ADJ
introduction	CE2	NOM
introduire	CM1	VER
inutile	CE2	ADJ
invention	CM2	NOM
invisible	CE1	ADJ
invitation	CE2	NOM
inviter	CM1	VER
invoquer	CM1	VER
irriter	CM1	VER
isoler	CM1	VER
ivoire	CM1	NOM
ivre	CE2	ADJ
ivresse	CM1	NOM
j	Outil	PRO
jadis	CM1	ADV
jamais	CE2	ADV
jambe	CE2	NOM
jambon	CM1	NOM
janvier	CE1	NOM
jardin	CP	NOM
jardinage	CE2	NOM
jardinier	CE1	NOM
jaune	CE1	ADJ
jaunir	CM1	VER
je	Outil	PRO
jeter	CM1	VER
jeu	CM1	NOM
jeudi	CP	NOM
jeune	CE2	ADJ
jeunesse	CE2	NOM
joie	CE1	NOM
joindre	CM1	VER
joli	CE1	ADJ
joue	CE1	NOM
jouer	CE1	VER
jouet	CE1	NOM
joueur	CE1	NOM
jouir	CE2	VER
joujou	CE2	NOM
jour	CE1	NOM
journal	CP	NOM
journalier	CE2	NOM/ADJ
journée	CE1	NOM
joyeusement	CM1	ADV
joyeux	CE2	ADJ
juge	CE2	NOM
jugement	CE2	NOM
juger	CM1	VER
juillet	CE1	NOM
juin	CE1	NOM
jurer	CE2	VER
jusque	CE2	PRE
juste	CE1	ADJ/ADV
justement	CE2	ADV
justice	CM1	NOM
képi	CM2	NOM
kilomètre	CM1	NOM
l	Outil	DET/PRO
la	Outil	DET/PRO
là	CM1	ADV
là-bas	CM2	ADV
labeur	CE1	NOM
laborieux	CM2	ADJ
labourer	CM1	VER
laboureur	CE2	NOM/ADJ
lac	CE1	NOM
laid	CM2	ADJ
laine	CE2	NOM
lait	CE1	NOM
laitier	CE2	ADJ
lambeau	CM2	NOM
lamentable	CM1	ADJ
lampe	CE1	NOM
langage	CM2	NOM
langue	CE2	NOM
lanterne	CM2	NOM
lapin	CP	NOM
large	CE1	ADJ/NOM/ADV
largement	CE2	ADV
larme	CE1	NOM
las	CM1	ADJ
laver	CE1	VER
le	Outil	DET/PRO
lécher	CE2	VER
leçon	CE2	NOM
lecture	CP	NOM
léger	CM1	ADJ
légèrement	CM1	ADV
légume	CE1	NOM
lendemain	CE2	NOM
lent	CM1	ADJ
lentement	CM1	ADV
lenteur	CM1	NOM
lequel	CM1	PRO
les	Outil	DET/PRO
lettre	CE1	NOM
leur	CM1	PRO/DET
lever	CE2	VER/NOM
lèvre	CE2	NOM
libérer	CM1	VER
liberté	CE2	NOM
libre	CP	ADJ
lien	CM1	NOM
lier	CE2	VER
lieu	CE1	NOM
lièvre	CE1	NOM
ligne	CP	NOM
ligue	CE2	NOM
lilas	CE2	NOM/ADJ
limite	CE2	NOM/ADJ
limiter	CM2	VER
limpide	CM2	ADJ
lin	CM1	NOM
linge	CE1	NOM
lion	CP	NOM
liquide	CE1	ADJ/NOM
lire	CE1	VER/NOM
lys	CE2	NOM
lisière	CM1	NOM
lisse	CE2	ADJ
liste	CE1	NOM
lit	CP	NOM
litière	CM1	NOM
livre	CP	NOM
livrer	CE2	VER
local	CE2	ADJ/NOM
localité	CM1	NOM
locomotive	CE2	NOM
loger	CM1	VER
loi	CE2	NOM
loin	CE1	ADV
lointain	CM2	ADJ/NOM
loisir	CM1	NOM
long	CE2	ADJ/NOM
longer	CM1	VER
longuement	CM2	ADV
longueur	CM1	NOM
lors	CM2	PRE
lorsque	CE2	CON
lot	CE2	NOM
louange	CE2	NOM
louer	CP	VER
loup	CE1	NOM
lourd	CE2	ADJ
loyal	CM2	ADJ
lueur	CE1	NOM
lugubre	CE2	ADJ
lui	CP	PRO
lui-même	CM1	PRO
luire	CE2	VER
luisant	CM1	ADJ
lumière	CE2	NOM
lumineux	CM2	ADJ
lundi	CP	NOM
lune	CE1	NOM
lunette	CE1	NOM
lutin	CM1	NOM
lutte	CE2	NOM
lutter	CM2	VER
m	Outil	PRO
ma	Outil	DET
machine	CE1	NOM
madame	CE1	NOM
mademoiselle	CE2	NOM
magasin	CM1	NOM
magique	CE1	ADJ
magnifique	CE1	ADJ
mai	CE2	NOM
maigre	CM1	ADJ/NOM
main	CE1	NOM
maintenant	CM1	ADV
maintenir	CM1	VER
mais	CE2	CON
maison	CP	NOM
maître	CE1	NOM
majesté	CM2	NOM
mal	CP	ADV/NOM
malade	CE1	ADJ/NOM
maladie	CP	NOM
malgré	CM1	PRE
malheur	CM1	NOM
malheureusement	CM1	ADV
malheureux	CM1	ADJ/NOM
malin	CE1	ADJ/NOM
maman	CP	NOM
manche	CM1	NOM/ADJ
manger	CE2	VER/NOM
manier	CM1	VER
manière	CM1	NOM
manifester	CM1	VER
manoeuvre	CM2	NOM
manoeuvrer	CM2	VER
manque	CE2	NOM
manquer	CM1	VER
manteau	CM1	NOM
manuel	CM1	ADJ/NOM
marbre	CP	NOM/ADJ
marchand	CE2	NOM
marchander	CM1	VER
marchandise	CE2	NOM
marche	CP	NOM
marché	CE2	NOM
marcher	CE1	VER
mardi	CP	NOM
mare	CM1	NOM
marguerite	CM2	NOM
mari	CE2	NOM
mariage	CE1	NOM
marier	CM1	VER
marin	CM1	NOM/ADJ
marque	CP	NOM
marquer	CE2	VER
marquis	CM1	NOM
mars	CP	NOM
marteau	CE2	NOM
masse	CM1	NOM
massif	CM1	ADJ/NOM
matériel	CM2	NOM/ADJ
maternel	CM1	ADJ
matière	CE1	NOM
matin	CP	NOM
matinal	CE2	ADJ
matinée	CE1	NOM
mauvais	CE2	ADJ
mauve	CE1	ADJ
me	Outil	PRO
mécanique	CE2	ADJ/NOM
méchant	CE2	ADJ
mécontent	CM1	ADJ
médaille	CE2	NOM
médecin	CE2	NOM
méditer	CM1	VER
meilleur	CM1	ADJ/NOM
mélancolie	CM2	NOM
mélancolique	CM1	ADJ
mélange	CE1	NOM
mélanger	CM1	VER
mélodie	CE2	NOM
mélodieux	CM1	ADJ
membre	CM1	NOM
même	CP	ADV/NOM/PRO
mémoire	CE1	NOM
ménage	CE2	NOM
ménager	CE2	ADJ/VER
ménagère	CM1	NOM/ADJ
ménagerie	CE2	NOM
mendiant	CM1	NOM
mendier	CM2	VER
mener	CE2	VER
mensonge	CM1	NOM
menteur	CE2	NOM
mentir	CE2	VER
menton	CM1	NOM
menu	CE1	NOM/ADJ
menuisier	CE2	NOM
mer	CE2	NOM
merci	CE2	NOM
mercredi	CE1	NOM
mère	CP	NOM
mériter	CM2	VER
merle	CE1	NOM
merveille	CE2	NOM
merveilleusement	CM1	ADV
merveilleux	CM2	ADJ/NOM
mes	Outil	DET
messe	CE2	NOM
mesure	CE2	NOM
mesurer	CM2	VER
métal	CE2	NOM
métier	CE2	NOM
mètre	CM1	NOM
mettre	CM1	VER
meuble	CE1	NOM
meule	CE2	NOM
meunier	CM2	NOM/ADJ
midi	CP	NOM
miel	CE1	NOM
mien	CM1	PRO
miette	CE2	NOM
mieux	CM1	ADV
mignon	CM1	ADJ/NOM
migrateur	CE2	NOM/ADJ
milieu	CM1	NOM
militaire	CE2	NOM/ADJ
mille	CE2	NOM/DET
millier	CM2	NOM
million	CM2	NOM
mince	CM1	ADJ
mine	CE2	NOM
mineur	CE1	NOM/ADJ
ministre	CE1	NOM
minuit	CE1	NOM
minuscule	CE2	ADJ
minute	CE2	NOM
miracle	CE1	NOM
mirer	CE2	VER
miroir	CM2	NOM
misérable	CE1	ADJ
misère	CE2	NOM
mission	CM1	NOM
mobile	CE2	NOM/ADJ
mode	CE1	NOM
modèle	CE2	NOM/ADJ
moderne	CE1	ADJ
modeste	CE2	ADJ
modestie	CE2	NOM
moi	Outil	PRO/NOM
moindre	CE2	ADJ
moine	CE1	NOM
moineau	CE2	NOM
mois	CE2	NOM
moisson	CM1	NOM
moitié	CM2	NOM/ADV
moment	CE2	NOM
mon	Outil	DET
monde	CE1	NOM
monotone	CM1	ADJ
monsieur	CM2	NOM
monstre	CE2	NOM/ADJ
mont	CE2	NOM
montagne	CE2	NOM
montant	CM1	NOM
monter	CE2	VER
montre	CE2	NOM
montrer	CM1	VER
monument	CM1	NOM
moquer	CM1	VER
moqueur	CM1	ADJ
morale	CE2	NOM
morceau	CE2	NOM
mordre	CE2	VER
morne	CP	ADJ
mort	CP	NOM/ADJ
mortel	CE2	ADJ/NOM
mot	CE1	NOM
moteur	CE1	NOM/ADJ
motif	CE2	NOM
mou	CM1	ADJ/NOM
mouche	CE2	NOM
mouchoir	CE2	NOM
moudre	CE1	VER
moulin	CP	NOM
mourir	CM1	VER
mousse	CE2	NOM
moustache	CP	NOM
mouton	CE1	NOM
mouvement	CE2	NOM
mouvoir	CE1	VER
moyen	CE2	NOM
moyenne	CM1	NOM
muet	CE2	NOM/ADJ
multicolore	CE2	ADJ
multiple	CE2	NOM/ADJ
multitude	CE1	NOM
munir	CE2	VER
mur	CE2	NOM
muraille	CE2	NOM
murmure	CE1	NOM
murmurer	CE1	VER
muscle	CE2	NOM
museau	CM1	NOM
musée	CE2	NOM
musicien	CM2	NOM/ADJ
musique	CE1	NOM
mystérieux	CM2	ADJ
n	Outil	POU
nager	CE2	VER
naissance	CM1	NOM
nappe	CE2	NOM
natal	CE2	ADJ
nation	CE1	NOM
nature	CP	NOM/ADJ
naturel	CM2	ADJ/NOM
naturellement	CE2	ADV
navire	CE1	NOM
ne	Outil	POU
négliger	CM2	VER
neige	CE1	NOM
neiger	CM1	VER
net	CE2	ADJ/ADV
neuf	CE2	ADJ/DET
nez	CE1	NOM
ni	CM1	CON
niche	CP	NOM
nid	CE1	NOM
niveau	CM2	NOM
noble	CE2	NOM/ADJ
noir	CE2	ADJ
noisette	CM1	NOM
noix	CM1	NOM
nom	CE1	NOM
nombre	CE2	NOM
nombreux	CM1	ADJ
nommer	CM1	VER
non	CM2	POU
nord	CE2	NOM
normal	CE2	ADJ
nos	Outil	DET
notaire	CM2	NOM
note	CE2	NOM
notre	Outil	DET
nourriture	CM1	NOM
nous	Outil	PRO
nouveau	CE2	ADJ/NOM
nouvelle	CM1	NOM
novembre	CE2	NOM
noyer	CM1	VER/NOM
nu	CM1	ADJ/NOM
nuage	CE1	NOM
nuisible	CE1	ADJ
nuit	CE2	NOM
nul	CE2	ADJ/NOM
nullement	CM1	ADV
numéro	CE2	NOM
obéir	CM1	VER
obéissant	CM2	ADJ
objet	CE2	NOM
obliger	CE2	VER
obscurité	CM1	NOM
observation	CM1	NOM
observer	CM2	VER
obstacle	CM2	NOM
obtenir	CM1	VER
occupation	CM2	NOM
occuper	CM2	VER
océan	CM1	NOM
octobre	CP	NOM
odeur	CE1	NOM
odorant	CM2	ADJ
oeuf	CE1	NOM
oeuvre	CE2	NOM
office	CM1	NOM
officier	CM1	NOM/VER
offre	CE1	NOM
offrir	CM1	VER
oie	CE2	NOM
oiseau	CE2	NOM
ombrage	CE2	NOM
ombre	CE2	NOM
on	Outil	PRO
oncle	CE1	NOM
onde	CE2	NOM
onduler	CM1	VER
onze	CE2	DET
opérer	CM2	VER
or	CE1	NOM/CON
orage	CE1	NOM
orange	CE1	NOM/ADJ
oranger	CM1	NOM
ordinaire	CM1	ADJ/NOM
ordinairement	CM2	ADV
ordonner	CM2	VER
ordre	CP	NOM
oreille	CE1	NOM
organiser	CM1	VER
orgue	CM1	NOM
ornement	CE2	NOM
orner	CM2	VER
orphelin	CM1	NOM/ADJ
os	CP	NOM
osier	CE2	NOM
ou	Outil	CON
où	Outil	CON
ouate	CM2	NOM
oublier	CM2	VER
oui	CE2	POU
ours	CE2	NOM
outil	CM1	NOM
outre	CE2	NOM/PRE
ouverture	CE1	NOM
ouvrage	CE2	NOM
ouvrier	CE2	NOM
ouvrir	CE2	VER
page	CE2	NOM
paille	CE2	NOM
pain	CE2	NOM
paire	CE2	NOM
paisible	CM1	ADJ
paix	CM1	NOM
palais	CE2	NOM
pâle	CE2	ADJ
pâlir	CM2	VER
panache	CE2	NOM
panier	CE2	NOM
panorama	CE2	NOM
pantalon	CE2	NOM
papa	CP	NOM
papier	CE1	NOM
papillon	CM1	NOM
paquet	CE2	NOM
par	CM1	PRE
paradis	CM2	NOM
parages	CM2	NOM
parapluie	CM1	NOM
parc	CE2	NOM
parce	CM2	CON
parcourir	CE2	VER
pardon	CE1	NOM
pardonner	CM1	VER
parent	CE1	NOM
paresse	CM2	NOM
parfait	CE1	ADJ
parfaitement	CE2	ADV
parfois	CE2	ADV
parfum	CE2	NOM
parfumer	CM2	VER
parler	CE2	VER
paroisse	CM1	NOM
parole	CE2	NOM
parquet	CE2	NOM
part	CE2	NOM
partager	CM1	VER
parti	CM1	NOM
participer	CM1	VER
particulier	CM1	ADJ/NOM
particulièrement	CM1	ADV
partie	CE1	NOM
partir	CE2	VER
partout	CE2	ADV
parure	CM1	NOM
parvenir	CE1	VER
pas	Outil	POU
pas	CE2	NOM
passage	CM1	NOM
passant	CM2	NOM
passé	CE2	NOM
passer	CM1	VER
passion	CM2	NOM
pâte	CE2	NOM
patin	CM1	NOM
pâtre	CE2	NOM
patrie	CE1	NOM
patron	CE1	NOM
patronage	CM1	NOM
patte	CE1	NOM
pâture	CM2	NOM
pauvre	CP	ADJ/NOM
pavé	CM1	NOM
payer	CM1	VER
pays	CE2	NOM
paysage	CE2	NOM
paysan	CM2	NOM/ADJ
peau	CE2	NOM
pêche	CM1	NOM
péché	CM1	NOM
pêcher	CE2	VER
pêcheur	CM1	NOM/ADJ
peindre	CM1	VER
peine	CE2	NOM
peintre	CM1	NOM
peinture	CM1	NOM
pelage	CE2	NOM
pelouse	CE2	NOM
pencher	CM1	VER
pendant	CE2	PRE/NOM
pendre	CE2	VER
pendule	CE2	NOM
pénétrer	CM2	VER
pénible	CE1	ADJ
péniblement	CE2	ADV
pénitence	CM1	NOM
pensée	CE2	NOM
pension	CM1	NOM
perche	CE1	NOM
percher	CM1	VER
perdre	CE2	VER
père	CE1	NOM
perfection	CE2	NOM
péril	CM2	NOM
période	CM1	NOM
périr	CE2	VER
perle	CE1	NOM
permettre	CM1	VER
permission	CM2	NOM
personnage	CE2	NOM
personne	CE1	NOM/PRO
personnel	CM1	ADJ/NOM
perspective	CM1	NOM
persuader	CM2	VER
perte	CE2	NOM
peser	CM1	VER
pétale	CM1	NOM
petit	CE1	ADJ/NOM
pétrir	CM1	VER
peu	CM2	ADV
peuple	CE2	NOM
peupler	CM1	VER
peuplier	CE2	NOM
peur	CE1	NOM
piano	CE2	NOM
pic	CM1	NOM
pie	CE1	NOM
pièce	CE2	NOM
pied	CE1	NOM
pierre	CE2	NOM
piété	CE2	NOM
pieux	CM1	ADJ/NOM
pigeon	CM1	NOM
pin	CM2	NOM
pinson	CE2	NOM
pipe	CP	NOM
piquer	CM1	VER
piste	CE1	NOM
pitié	CE2	NOM
place	CE1	NOM
placer	CM1	VER
plage	CE1	NOM
plaie	CE2	NOM
plaindre	CM2	VER
plaine	CE2	NOM
plainte	CM2	NOM
plaintif	CM2	ADJ
plaire	CE2	VER
plaisir	CE2	NOM
plan	CM2	NOM
planche	CE1	NOM
plancher	CM1	NOM
planer	CM2	VER
plante	CP	NOM
planter	CM1	VER
plaque	CE2	NOM
plat	CE2	ADJ/NOM/ADV
plateau	CE2	NOM
plein	CM2	ADJ
pleur	CM1	NOM
pleurer	CE2	VER
pleuvoir	CM1	VER
plier	CM1	VER
plomb	CM2	NOM
plonger	CE2	VER
pluie	CE1	NOM
plumage	CE1	NOM
plume	CP	NOM
plumier	CE1	NOM
plus	CP	ADV
plusieurs	CM2	PRO/DET
plutôt	CM2	ADV
poche	CE1	NOM
poésie	CE2	NOM
poignée	CE2	NOM
poil	CM1	NOM
point	CE2	NOM
pointe	CE2	NOM
pointu	CE2	ADJ
poire	CP	NOM
poireau, porreau	CM1	NOM
poirier	CM1	NOM
poisson	CE2	NOM
poitrine	CE1	NOM
poli	CE2	ADJ
police	CE2	NOM
politesse	CE2	NOM
politique	CE1	NOM/ADJ
pomme	CP	NOM
pommier	CM1	NOM
pompe	CE2	NOM
pompier	CM1	NOM
pondre	CE1	VER
pont	CE2	NOM
porc	CE2	NOM
port	CE2	NOM
porte	CP	NOM
porte-plume	CM1	NOM
portée	CE2	NOM
porter	CM1	VER
porteur	CE1	NOM
portière	CM1	NOM
portrait	CM1	NOM
poser	CM1	VER
position	CM1	NOM
possible	CE2	ADJ/NOM
postal	CE2	ADJ
poste	CP	NOM
pot	CE2	NOM
potager	CM2	NOM/ADJ
poteau	CM1	NOM
poudre	CE1	NOM
poule	CE1	NOM
poulet	CE1	NOM
poumon	CE2	NOM
poupée	CP	NOM
pour	CP	PRE
pourpre	CM1	ADJ/NOM
pourquoi	CE2	CON
poursuite	CE2	NOM
poursuivre	CM1	VER
pourtant	CM1	ADV
pourvoir	CE2	VER
pousser	CM1	VER
poussière	CM2	NOM
poussin	CM1	NOM
poutre	CE2	NOM
pouvoir	CP	VER/NOM
prairie	CE2	NOM
pratique	CE1	NOM/ADJ
pratiquer	CE2	VER
préau	CM1	NOM
prêcher	CM2	VER
précieux	CM2	ADJ
précipiter	CM2	VER
préférence	CM1	NOM
premier	CP	NOM/PRO
prendre	CE1	VER
préparatif	CM1	NOM
préparation	CE2	NOM
préparer	CM1	VER
près	CM2	PRE
présence	CM1	NOM
présent	CE2	NOM
présenter	CM1	VER
préserver	CM1	VER
président	CM1	NOM
presque	CE2	ADV
presser	CM2	VER
prêt	CM2	ADJ
prétendre	CM1	VER
prêtre	CM1	NOM
preuve	CE1	NOM
prévenir	CE2	VER
prévoir	CE2	VER
prier	CM1	VER
prière	CE2	NOM
primaire	CM1	ADJ
prime	CE1	NOM
prince	CE1	NOM
princesse	CM1	NOM
principalement	CM1	ADV
principe	CM1	NOM
printanier	CM2	ADJ
printemps	CM1	NOM
prise	CE2	NOM
prison	CE1	NOM
prisonnier	CM1	NOM/ADJ
privation	CM1	NOM
priver	CM2	VER
prix	CE2	NOM
probablement	CM1	ADV
problème	CE1	NOM
prochain	CE2	NOM/ADJ/PRO
proche	CE1	ADJ
proclamer	CM1	VER
procurer	CM1	VER
procureur	CE1	NOM
prodigieux	CM1	ADJ
production	CE2	NOM
produire	CE1	VER
produit	CE2	NOM
professeur	CM2	NOM
profit	CM1	NOM
profiter	CM1	VER
profond	CM2	ADJ
profondément	CE2	ADV
profondeur	CE1	NOM
programme	CM1	NOM
proie	CM2	NOM
prolonger	CM2	VER
promenade	CE1	NOM
promener	CM1	VER
promeneur	CE2	NOM
promesse	CE2	NOM
prononcer	CM2	VER
propos	CM1	NOM
proposer	CM1	VER
proposition	CE2	NOM
propre	CP	ADJ
proprement	CE2	ADV
propreté	CE2	NOM
propriétaire	CM1	NOM
propriété	CE2	NOM
prospérité	CM1	NOM
protecteur	CE2	ADJ/NOM
protection	CM1	NOM
protéger	CM1	VER
prouver	CM1	VER
provenir	CE1	VER
proverbe	CP	NOM
provision	CM1	NOM
provoquer	CM2	VER
prudence	CE2	NOM
prudent	CM1	ADJ
puis	CE2	CON
puisque	CE2	CON
puissance	CM1	NOM
puissant	CM1	ADJ
punir	CE1	VER
punition	CE2	NOM
pupitre	CE2	NOM
pur	CE2	ADJ/NOM
purifier	CE2	VER
qu	Outil	PRO/CON
qualité	CM1	NOM
quand	CM1	CON
quarante	CE2	DET
quart	CM1	NOM
quatorze	CM2	DET
quatre	CE2	DET
quatrième	CM1	PRO/DET/ADJ
que	Outil	CON/PRO
quel	CM1	PRO/DET
quelque	CE2	DET
question	CM1	NOM
qui	Outil	PRO/CON
quinze	CM2	DET
quitter	CM2	VER
quoi	CE2	PRO
quoique	CM2	POU
race	CM1	NOM
racine	CE2	NOM
raconter	CM1	VER
radieux	CM1	ADJ
rage	CE1	NOM
raide	CM1	ADJ
raisin	CE2	NOM
raison	CE2	NOM
ralentir	CM1	VER
ramage	CE1	NOM
rame	CE2	NOM
rameau	CM1	NOM
ramener	CM1	VER
rang	CM2	NOM
rangée	CM1	NOM
ranimer	CM1	VER
rapide	CE2	ADJ/NOM
rapidement	CE2	ADV
rapidité	CM1	NOM
rare	CE1	ADJ
rarement	CE2	ADV
raser	CM1	VER
rassurer	CM2	VER
rat	CE1	NOM
ravage	CM1	NOM
ravin	CE2	NOM
ravir	CE2	VER
ravissant	CM2	ADJ
rayon	CE2	NOM
réaliser	CM2	VER
réalité	CM1	NOM
recevoir	CM1	VER
recherche	CE2	NOM
rechercher	CM1	VER
réclamer	CM2	VER
récolte	CE1	NOM
récolter	CM1	VER
récompense	CM2	NOM
reconduire	CM1	VER
réconforter	CM1	VER
recourir	CE2	VER
recouvrir	CM1	VER
récréation	CE2	NOM
reculer	CE2	VER
rédaction	CP	NOM
redevenir	CE1	VER
redire	CE2	VER
redoubler	CM1	VER
redoutable	CE1	ADJ
redouter	CM1	VER
réduire	CE2	VER
réellement	CM1	ADV
refaire	CM1	VER
réfectoire	CM1	NOM
refermer	CM1	VER
réfléchir	CE2	VER
reflet	CM2	NOM
réformer	CM2	VER
refrain	CE2	NOM
refroidir	CM1	VER
refuge	CE2	NOM
réfugier	CM2	VER
refuser	CM1	VER
regagner	CM1	VER
régaler	CM1	VER
regard	CE1	NOM
regarder	CE1	VER
régime	CE2	NOM
régiment	CE2	NOM
région	CE2	NOM
règle	CM1	NOM
régler	CM1	VER
règne	CM1	NOM
regret	CM2	NOM
régulier	CM1	ADJ
régulièrement	CM1	ADV
reine	CE1	NOM
rejeter	CM2	VER
rejoindre	CM1	VER
réjouir	CE2	VER
relatif	CE2	ADJ
relation	CM1	NOM
relativement	CE2	ADV
relever	CM2	VER
religieux	CM1	ADJ/NOM
religion	CE2	NOM
relire	CP	VER
remarquable	CM2	ADJ
remarque	CE1	NOM
remarquer	CM1	VER
remède	CM1	NOM
remerciement	CM2	NOM
remercier	CM1	VER
remettre	CE2	VER
remise	CP	NOM
remonter	CE2	VER
remplacer	CM1	VER
remplir	CE2	VER
remporter	CM2	VER
remuer	CM1	VER
renard	CE1	NOM
rencontre	CE1	NOM
rencontrer	CM1	VER
rendre	CE1	VER
renoncer	CM2	VER
renoncule	CM1	NOM
renouveau	CE2	NOM
renouveler	CM2	VER
renouvellement	CE2	NOM
renseignement	CM2	NOM
rentrée	CM1	NOM
rentrer	CE2	VER
renverser	CM1	VER
réparer	CM1	VER
répartir	CE2	VER
repas	CE2	NOM
repasser	CM2	VER
repentir	CE2	VER
répéter	CM1	VER
replier	CM1	VER
répondre	CE2	VER
réponse	CE2	NOM
reporter	CM2	VER
repos	CE2	NOM
reposer	CM2	VER
reprendre	CE2	VER
